"ID","Nombre VM","Estado","Estatus","CPU CORES","vCPUs","CPU Asignado Mhz","CPU Uso Mhz","MEM Asignada(GB)","MEM Uso (GB)","Disco Asignado (GB)","Disco Uso (GB)","Disco Read Latency","Disco Write Latency","Disco Read IOPS","Disco Write IOPS","Sistema Op.","IP address","Host","Path"
"0c2596e2-2fb2-5da5-a4f8-ce0abd2be3e4","PAECESKOIE","POWERED_ON","OK","12","12","0","147","24","1.6796875","350","64.08936953078955","0","0","0","650","Microsoft Windows Server 2016 (64-bit)","192.168.62.154","esxi-surco-03.comercio.local","[DS-VIC-LC-003] PAECESKOIE/PAECESKOIE.vmx"
"bb52cd15-fae5-5eeb-bf46-bf16cf209775","LIMSOLAR02","POWERED_ON","OK","4","16","0","273","22","0.8798828125","220","144.0719777001068","0","0","0","2341","Microsoft Windows Server 2008 R2 (64-bit)","172.31.0.114","esxi-surco-03.comercio.local","[DS-VIC-LC-002] LIMSOLAR02/LIMSOLAR02.vmx"
"67b73f14-a354-5675-8e34-e9aaeeb1ad08","DRLIMASURA01","POWERED_ON","OK","2","2","0","105","12","0.83984375","160","137.55267261713743","0","0","0","385","Microsoft Windows Server 2016 (64-bit)","10.10.28.22","esxi-surco-03.comercio.local","[DS-VIC-LC-001] DRLIMASURA01/DRLIMASURA01.vmx"
"320f0080-eabf-547f-ab38-a82398add0fb","LIMPCSISTEL","POWERED_ON","OK","6","12","0","147","12","0.599609375","150","107.63910529762506","0","0","0","0","Microsoft Windows Server 2012 (64-bit)","10.10.35.22","esxi-surco-03.comercio.local","[DS-VIC-LC-001] LIMPCSISTEL/LIMPCSISTEL.vmx"
"9f46b058-389c-5ddd-8ba5-b048af61cba1","LCECSM01","POWERED_ON","OK","24","288","0","252","32","0.3193359375","200","104.09838347695768","0","1","0","579","Microsoft Windows Server 2016 (64-bit)","10.10.29.74","esxi-surco-03.comercio.local","[DS-SYNC-003] LCECSM01/LCECSM01.vmx"
"3ea472ee-3c32-5160-b98e-3da8cc639a74","SRVMONINFORMIX","POWERED_ON","OK","2","4","0","0","8","0.0791015625","205","21.166861503385007","0","0","0","0","CentOS 4/5/6 (64-bit)","","esxi-surco-03.comercio.local","[DS-VIC-LC-001] SRVMONINFORMIX/SRVMONINFORMIX.vmx"
"82aa832e-fadd-5427-b9b1-1f6fbf25fcbe","LCECCSPX01","POWERED_ON","OK","1","1","0","21","2","0.119140625","30","8.635515545494854","0","0","0","303","CentOS 7 (64-bit)","10.10.28.47","esxi-surco-03.comercio.local","[DS-VIC-LC-001] LCECCSPX01/LCECCSPX01.vmx"
"9341d342-dbdd-5e01-b05a-3f6ca890b108","PAECRIPSP2","POWERED_ON","OK","4","16","0","63","8","0.3193359375","140","96.05609332304448","0","0","0","0","Microsoft Windows Server 2012 (64-bit)","192.168.62.140","esxi-surco-03.comercio.local","[DS-VIC-LC-001] PAECRIPSP2/PAECRIPSP2.vmx"
"531ffd43-9c6a-5bda-aaba-e379d7087fae","GESACPROTBDADO","POWERED_ON","OK","4","8","0","693","10","1.5","320","215.25555860530585","0","0","0","301","Microsoft Windows Server 2012 (64-bit)","10.10.30.147","esxi-surco-03.comercio.local","[DS-SYNC-002] GESACPROTBDADO/GESACPROTBDADO.vmx"
"74ee77b9-6118-59fb-84fc-949e1c50024b","PAECMEI01","POWERED_ON","OK","6","36","0","714","16","1.759765625","120","73.83729383349419","0","0","0","428","Airwave","10.10.30.23","esxi-surco-03.comercio.local","[DS-VIC-LC-002] PAECMEI01/PAECMEI01.vmx"
"524149f3-766c-5172-af30-743748d0bca4","PAECPRODGAF","POWERED_ON","OK","2","2","0","63","8","0.3994140625","30","25.25625257473439","0","0","0","387","Red Hat Enterprise Linux 7 (64-bit)","10.10.35.178","esxi-surco-03.comercio.local","[DS-VIC-LC-001] PAECPRODGAF/PAECPRODGAF.vmx"
"b72f67a3-3291-59ac-b2cb-4dece5257f59","LCECKAVC01","POWERED_ON","OK","2","2","0","399","30","2.69921875","520","536.6849250625819","1","0","3484","2084","Microsoft Windows Server 2012 (64-bit)","10.10.35.86","esxi-surco-03.comercio.local","[DS-VIC-LC-002] LCECKAVC01/LCECKAVC01.vmx"
"ac71ff03-2adc-5287-935a-ede2a3e161ac","PAECRIP01","POWERED_ON","OK","2","2","0","147","8","0.2392578125","150","50.40211360435933","0","0","0","1040","Microsoft Windows Server 2012 (64-bit)","192.168.62.141","esxi-surco-03.comercio.local","[DS-SYNC-001] PAECRIP01/PAECRIP01.vmx"
"f9db054b-d759-5953-ae17-a8f887c4dfa3","LCECRAWS1","POWERED_ON","OK","4","4","0","63","8","0.4794921875","220","24.254834044724703","0","0","3","607","Red Hat Enterprise Linux 7 (64-bit)","10.10.29.21","esxi-surco-03.comercio.local","[DS-SYNC-001] LCECRAWS1/LCECRAWS1.vmx"
"b087e199-1e2e-532f-aa6f-edbcf96af1a3","LCECPOCGURUCUL","POWERED_ON","OK","6","12","0","147","16","0.9599609375","750","33.39000445138663","0","1","0","2981","Red Hat Enterprise Linux 7 (64-bit)","10.10.35.60","esxi-surco-03.comercio.local","[DS-SYNC-001] LCECPOCGURUCUL/LCECPOCGURUCUL.vmx"
"d25a03ec-83ca-5027-bdd9-975320b22c92","LCECBKMDA","POWERED_ON","OK","2","2","0","84","16","1.119140625","2455.199999809265","2404.5204012142494","0","0","0","0","Microsoft Windows Server 2016 (64-bit)","192.168.69.6","esxi-surco-03.comercio.local","[DS-VIC-LC-002] LCECBKMDA/LCECBKMDA.vmx"
"c03701f2-f2e1-56b0-9f27-546c33040e9d","LIMIVRISA01","POWERED_ON","OK","2","4","0","105","8","0.5595703125","200","84.03014266490936","0","0","0","589","CentOS 4/5/6 (64-bit)","10.10.30.101","esxi-surco-03.comercio.local","[DS-VIC-LC-001] LIMIVRISA01/LIMIVRISA01.vmx"
"8e1bc385-b2e7-5ccd-8e57-cb7aa3af2a58","LIMSOLAR01","POWERED_ON","OK","8","32","0","903","22","3.51953125","250","246.17664145957679","0","0","0","0","Microsoft Windows Server 2008 R2 (64-bit)","172.31.0.113","esxi-surco-03.comercio.local","[DS-VIC-LC-002] LIMSOLAR01/LIMSOLAR01.vmx"
"c8b23f4e-5666-55fe-948e-71b61158a968","LIMSQL01NEW","POWERED_ON","OK","16","64","0","462","32","0.6396484375","1230.0029296875","957.6748841730878","0","0","0","0","Microsoft Windows Server 2008 (64-bit)","10.10.33.1","esxi-surco-02.comercio.local","[DS-SYNC-002] LIMSQL01NEW/LIMSQL01NEW.vmx"
"cf418ec4-be1b-557d-857b-a93cda998fef","HIPERION01","POWERED_ON","OK","12","72","0","1008","32","6.7197265625","1970","1539.5301338108256","0","0","0","29508","Red Hat Enterprise Linux 6 (64-bit)","10.10.3.2","esxi-surco-02.comercio.local","[DS-SYNC-005] HIPERION01/HIPERION01.vmx"
"75b54f8f-d9d3-5707-be27-a47474d368a3","PANIVRISA01","POWERED_ON","OK","2","4","0","147","8","0.5595703125","200","77.66573665011674","0","0","0","468","CentOS 4/5/6 (64-bit)","10.10.30.102","esxi-surco-02.comercio.local","[DS-SYNC-001] PANIVRISA01/PANIVRISA01.vmx"
"28932869-611f-5ba5-8a3c-f00abd49b3ee","LCECRCAD01","POWERED_ON","OK","4","4","0","483","32","0.9599609375","200","208.08258605189621","0","0","3","1174","Microsoft Windows Server 2012 (64-bit)","10.10.35.6","esxi-surco-02.comercio.local","[DS-SYNC-002] LCECRCAD01/LCECRCAD01.vmx"
"d9764fa4-1cee-5837-8a66-93c98eb19527","SERVL003DEV","POWERED_ON","OK","4","16","0","126","5.859375","1.171875","90.0029296875","85.37941149901599","0","0","2","697","Microsoft Windows Server 2003 (32-bit)","192.168.68.132","esxi-lurin-01.comercio.local","[DS-PAN-LC-002] SERVL003DEV/SERVL003DEV.vmx"
"29545c81-46f2-5be2-902b-3befaade90e8","PAECSAPCC","POWERED_ON","OK","4","4","0","126","16","0.9599609375","100","87.20170486904681","0","0","0","645","Microsoft Windows Server 2016 (64-bit)","10.10.28.63","esxi-surco-02.comercio.local","[DS-SYNC-001] PAECSAPCC/PAECSAPCC.vmx"
"a44e4f2d-9597-5578-b108-2ece68f2e90a","LCECPROXYREV","POWERED_ON","OK","2","2","0","84","8","0.8798828125","30","21.80218439269811","0","0","0","899","Red Hat Enterprise Linux 7 (64-bit)","10.10.28.13","esxi-surco-03.comercio.local","[DS-VIC-LC-001] LCECPROXYREV/LCECPROXYREV.vmx"
"c1f30f22-5e69-5c66-86ec-6fe9290111ce","PAECPCDESA04","POWERED_ON","OK","2","2","0","42","4","1.19921875","50","24.05968555994332","0","0","1231","5776","Microsoft Windows 7 (32-bit)","","esxi-lurin-01.comercio.local","[DS-PAN-LC-001] PAECPCDESA04/PAECPCDESA04.vmx"
"64b60354-7946-5f6f-9757-a90c0f94b8aa","SERVLDE1","POWERED_ON","OK","2","2","0","63","4","0.1591796875","90.0029296875","54.02245752513409","0","0","0","1186","Microsoft Windows Server 2003 Standard (32-bit)","","esxi-lurin-01.comercio.local","[DS-PAN-LC-002] SERVLDE1/SERVLDE1.vmx"
"f2877391-7d96-559c-9164-c5aea335bf86","LCECRIPAQP2","POWERED_ON","OK","2","2","0","63","16","0.3193359375","170","77.37597507610917","0","0","0","294","Microsoft Windows Server 2016 (64-bit)","192.168.62.146","esxi-surco-02.comercio.local","[DS-VIC-LC-001] LCECRIPAQP2/LCECRIPAQP2.vmx"
"6c0a12cd-9d02-5f8c-a5d0-17980d98e237","LIMMETRICS01","POWERED_ON","OK","2","4","0","63","16","0.4794921875","100","63.740365996956825","0","0","0","620","Microsoft Windows Server 2008 R2 (64-bit)","10.10.35.19","esxi-surco-02.comercio.local","[DS-SYNC-002] LIMMETRICS01/LIMMETRICS01.vmx"
"48cf15fd-df9a-5ac5-89f2-506a59613ac0","PAECGPBD01","POWERED_ON","OK","2","4","0","105","32","0.3193359375","227.0009765625","86.38368918281049","0","0","0","0","Microsoft Windows Server 2008 R2 (64-bit)","10.10.30.173","esxi-surco-02.comercio.local","[DS-SYNC-001] PAECGPBD01/PAECGPBD01.vmx"
"c98d41e1-974d-52be-84d6-81583fd0799e","LCECSM01-C","POWERED_ON","OK","24","288","0","168","32","0.3193359375","200","95.93100339267403","0","1","0","230","Microsoft Windows Server 2016 (64-bit)","10.10.29.22","esxi-surco-03.comercio.local","[DS-SYNC-001] LCECSM01-C/LCECSM01-C.vmx"
"22489457-2ce5-5cb7-a8c6-821f5ac61ebc","PAECPCMO03","POWERED_ON","OK","4","8","0","3654","32","1.599609375","205","125.26846402604133","0","0","413","0","Microsoft Windows 8.x (64-bit)","192.168.69.19","esxi-lurin-01.comercio.local","[DS-PAN-LC-001] PAECPCMO03/PAECPCMO03.vmx"
"f4b32c0e-1e45-58de-b6fc-1308da10f817","PAECGPBD03","POWERED_ON","OK","10","10","0","903","48","4.3193359375","510","297.95883705001324","0","0","0","490","Microsoft Windows Server 2012 (64-bit)","10.10.33.12","esxi-surco-02.comercio.local","[DS-SYNC-002] PAECGPBD03/PAECGPBD03.vmx"
"3816bdf2-b532-5b04-96d6-064bbf9899fb","LIMASURA03","POWERED_ON","OK","8","32","0","2247","36","4.3193359375","430","394.681666363962","0","6","0","44555","Microsoft Windows Server 2008 R2 (64-bit)","10.10.3.50","esxi-surco-02.comercio.local","[DS-SYNC-001] LIMASURA03/LIMASURA03.vmx"
"80dc9307-9f53-50ee-b537-d96c61759c09","LCECDMZ01","POWERED_ON","OK","2","2","0","168","16","1.599609375","100","66.82076100353152","0","0","0","417","Microsoft Windows Server 2016 (64-bit)","10.10.28.74","esxi-surco-02.comercio.local","[DS-SYNC-001] LCECDMZ01/LCECDMZ01.vmx"
"cc2dd228-214c-5ac9-a98e-86179c27f4e9","LCECFSRV01-T","POWERED_ON","OK","4","16","0","252","16","0.6396484375","11320","10723.573898046277","0","0","6757","12","Microsoft Windows Server 2012 (64-bit)","10.10.35.117","esxi-surco-03.comercio.local","[DS-VIC-LC-002] LCECFSRV01/LCECFSRV01.vmx"
"8d5c472e-79f9-51e1-9485-e8e1f985b35f","LCECADMI10","POWERED_ON","OK","2","4","0","84","16","0.6396484375","100","66.32352674938738","0","0","0","2234","Microsoft Windows 10 (64-bit)","10.10.35.190","esxi-lurin-01.comercio.local","[DS-PAN-LC-001] LCECADMI10/LCECADMI10.vmx"
"b2189d2e-2512-525d-9b5e-6091d3a07dca","PAECASURA01","POWERED_ON","OK","4","4","0","84","24","0.4794921875","215","105.50079891178757","0","0","0","0","Microsoft Windows Server 2012 (64-bit)","10.10.28.54","esxi-surco-02.comercio.local","[DS-SYNC-001] PAECASURA01/PAECASURA01.vmx"
"fcc9e311-c6b0-56c0-9617-fdb7d0bba638","LCECBDSGC","POWERED_ON","OK","10","10","0","378","70","4.19921875","2328.800000190735","1964.1230363622308","0","0","3","0","Microsoft Windows Server 2012 (64-bit)","10.10.35.110","esxi-surco-02.comercio.local","[DS-SYNC-001] LCECBDSGC/LCECBDSGC.vmx"
"240dc305-4217-5409-81c9-80cad7953956","LIMKOHA01","POWERED_ON","OK","2","4","0","0","4","0.0390625","500","20.862558763474226","0","0","0","69","Debian GNU/Linux 6 (64-bit)","10.10.34.6","esxi-surco-02.comercio.local","[DS-SYNC-001] LIMKOHA01/LIMKOHA01.vmx"
"9ecf44ef-8bc4-591f-97ab-82609d6525e2","PAECPREGPBD04","POWERED_ON","OK","4","4","0","126","32","0.6396484375","1050","891.6090099187568","0","0","0","0","Microsoft Windows Server 2012 (64-bit)","10.10.33.20","esxi-lurin-01.comercio.local","[DS-PAN-LC-001] PAECPREGPBD04/PAECPREGPBD04.vmx"
"3613edf4-2deb-5b73-82e7-2592249bc096","LCECW10QA02","POWERED_ON","OK","2","2","0","189","16","6.3994140625","60","63.57942686229944","0","0","2","788","Microsoft Windows 10 (64-bit)","192.168.69.31","esxi-lurin-01.comercio.local","[DS-PAN-LC-001] LCECW10QA02/LCECW10QA02.vmx"
"279f8dd1-010b-556a-be7b-0131a62b97d8","ELVISPROCESS03","POWERED_ON","OK","16","16","0","189","64","3.19921875","900","640.6000508461148","0","0","0","350","Red Hat Enterprise Linux 7 (64-bit)","10.10.29.94","esxi-surco-02.comercio.local","[DS-SYNC-001] ELVISPROCESS03/ELVISPROCESS03.vmx"
"b267fbc4-4c3d-575e-afc8-4df78a303a94","LCECRAWS","POWERED_ON","OK","4","4","0","63","8","0.4794921875","220","20.752989071421325","0","0","0","410","Red Hat Enterprise Linux 7 (64-bit)","10.10.29.73","esxi-surco-02.comercio.local","[DS-SYNC-003] LCECRAWS/LCECRAWS.vmx"
"0a5c41b5-426f-50c4-8b2a-bfbea2836187","FSWOODWING01","POWERED_ON","OK","2","2","0","105","16","0.4794921875","300","315.16026113554835","0","0","0","319","Microsoft Windows Server 2012 (64-bit)","10.10.29.15","esxi-surco-02.comercio.local","[DS-SYNC-003] FSWOODWING01/FSWOODWING01.vmx"
"df47a38e-329a-568f-b4cb-4c2697cbf88d","SERVMULT01","POWERED_ON","OK","4","16","0","42","8","0.7197265625","600","374.87527233269066","0","0","0","0","CentOS 4/5/6 (64-bit)","10.10.24.1","esxi-lurin-01.comercio.local","[DS-PAN-LC-003] SERVMULT01/SERVMULT01.vmx"
"b9aba942-6123-55d1-9323-f0f19034c9a6","PAECPCMO14","POWERED_ON","OK","2","2","0","42","16","4.1591796875","150","163.13266608677804","0","0","7","355","Microsoft Windows 8.x (64-bit)","10.10.21.16","esxi-lurin-01.comercio.local","[DS-PAN-LC-002] PAECPCMO14/PAECPCMO14.vmx"
"55d827d2-9fa0-5e1f-a1b8-d483502d2a72","LCECBDWS","POWERED_ON","OK","16","16","0","84","32","0.3193359375","360","178.83139396086335","0","0","0","2558","Red Hat Enterprise Linux 7 (64-bit)","10.10.29.72","esxi-surco-02.comercio.local","[DS-SYNC-003] LCECBDWS/LCECBDWS.vmx"
"37309515-aeaf-5d70-b989-c30aebebf6ff","PAECRIP03","POWERED_ON","OK","2","2","0","105","8","0.4794921875","150","37.036689390428364","0","0","0","813","Microsoft Windows Server 2012 (64-bit)","192.168.62.143","esxi-surco-02.comercio.local","[DS-SYNC-001] PAECRIP03/PAECRIP03.vmx"
"5173c4a5-00bf-539b-affc-7b2406da1801","LCECW10QA06","POWERED_ON","OK","4","8","0","2058","16","1.919921875","150","105.98805595375597","0","0","501","0","Microsoft Windows 10 (64-bit)","10.10.21.33","esxi-surco-02.comercio.local","[DS-VIC-LC-001] LCECW10QA06/LCECW10QA06.vmx"
"d6d091ef-7c26-5c39-83fa-5b210f8a6477","LCECFSWS","POWERED_ON","OK","32","32","0","84","32","0.9599609375","2298","2023.3150789551437","0","0","0","387","Red Hat Enterprise Linux 7 (64-bit)","10.10.29.76","esxi-surco-03.comercio.local","[DS-SYNC-003] LCECFSWS/LCECFSWS.vmx"
"e9de8242-fe75-58e0-ad31-4a97bd8ba819","SIEBELDEV04","POWERED_ON","OK","4","8","0","105","4","0.19921875","250","176.30823233909905","0","0","0","0","Microsoft Windows Server 2003 (32-bit)","192.168.69.10","esxi-lurin-01.comercio.local","[DS-PAN-LC-002] SIEBELDEV04/SIEBELDEV04.vmx"
"eed0ced5-4030-5c0f-b7bb-46ba72e2bde2","LCECPRODPMC1","POWERED_ON","OK","2","2","0","2016","16","3.51953125","200","128.50522041879594","0","0","50","35813","Microsoft Windows Server 2016 (64-bit)","10.10.28.61","esxi-surco-02.comercio.local","[DS-SYNC-001] LCECPRODPMC1/LCECPRODPMC1.vmx"
"d6e4d78b-5cbd-5459-9d07-05f3bed9583d","LIMCOMERCIO-C","POWERED_ON","OK","12","72","0","63","22","0.6591796875","2129.9999990463257","1573.9795086681843","0","0","0","0","CentOS 4/5/6 (64-bit)","10.10.29.6","esxi-surco-02.comercio.local","[DS-SYNC-003] LIMCOMERCIO-C/LIMCOMERCIO-C.vmx"
"a6220cac-dbb0-5630-b432-9b1f5ff514e1","MEDSER03","POWERED_ON","OK","4","8","0","819","33","0.3291015625","1100","1073.7048054514453","0","0","0","6","Microsoft Windows Server 2008 R2 (64-bit)","10.10.29.39","esxi-surco-03.comercio.local","[DS-VIC-LC-002] MEDSER03/MEDSER03.vmx"
"42ece465-7fb7-5834-a43b-155e47fb9c2b","uptime","POWERED_ON","OK","2","2","0","0","2","0.119140625","100","58.23422998469323","0","0","0","2261","Ubuntu Linux (64-bit)","10.10.30.50","esxi-lurin-01.comercio.local","[DS-PAN-LC-003] uptime/uptime.vmx"
"59249087-9df2-5198-9350-950f47455c9f","servl003-C","POWERED_ON","OK","4","16","0","147","5.859375","0.8203125","90.0029296875","85.54382745549083","0","0","0","531","Microsoft Windows Server 2003 (32-bit)","10.10.34.3","esxi-surco-02.comercio.local","[DS-SYNC-003] servl003-C/servl003-C.vmx"
"4f020af9-e966-5ebf-abe9-c81424517e76","LCECINTSAP","POWERED_ON","OK","4","4","0","2814","32","0.9599609375","100","87.42940135579556","0","0","0","433","Microsoft Windows Server 2016 (64-bit)","10.10.3.110","esxi-surco-02.comercio.local","[DS-SYNC-002] LCECINTSAP/LCECINTSAP.vmx"
"21a6c207-47f6-5098-a90c-f803e8dd55d8","LCECWWWS1","POWERED_ON","OK","32","32","0","357","64","2.5595703125","400","165.87188336625695","0","0","97","1029","Red Hat Enterprise Linux 7 (64-bit)","10.10.29.20","esxi-surco-02.comercio.local","[DS-SYNC-001] LCECWWWS1/LCECWWWS1.vmx"
"8053ff3c-6129-56f4-916f-7fdba3521a95","PAECRIPSP1","POWERED_ON","OK","4","4","0","63","8","0.3193359375","100","75.9549024766311","0","0","0","0","Microsoft Windows Server 2012 (64-bit)","192.168.62.139","esxi-surco-03.comercio.local","[DS-VIC-LC-001] PAECRIPSP1/PAECRIPSP1.vmx"
"e9322517-d905-5691-a279-4b233c80d548","LCECADMI60","POWERED_ON","OK","4","8","0","147","32","0.6396484375","310","93.47935855668038","0","0","0","599","Microsoft Windows 10 (64-bit)","10.10.35.197","esxi-lurin-01.comercio.local","[DS-PAN-LC-001] LCECADMI60/LCECADMI60.vmx"
"fd45145a-5a59-5395-8c5e-54d2cd0519b3","LCECBDWS1","POWERED_ON","OK","16","16","0","84","32","0.3193359375","360","182.1315006231889","0","0","0","2827","Red Hat Enterprise Linux 7 (64-bit)","10.10.29.24","esxi-surco-02.comercio.local","[DS-SYNC-001] LCECBDWS1/LCECBDWS1.vmx"
"c47be873-d382-571b-845f-cd1d826532c3","FSWOODWING_EC1","POWERED_ON","OK","2","2","0","105","16","0.3193359375","680","599.6542184343562","0","0","0","248","Microsoft Windows Server 2016 (64-bit)","10.10.29.16","esxi-surco-02.comercio.local","[DS-SYNC-003] FSWOODWING_EC1/FSWOODWING_EC1.vmx"
"21e7c93f-102f-50c6-b863-c5e852cf3b57","PAECPCDESA03","POWERED_ON","OK","2","2","0","126","4","0.279296875","50","22.12417906615883","0","0","0","429","Microsoft Windows 7 (32-bit)","","esxi-lurin-01.comercio.local","[DS-PAN-LC-001] PAECPCDESA03/PAECPCDESA03.vmx"
"6764738d-573b-58fb-92ce-5cbc6590cfbb","PAECPCMO13","POWERED_ON","OK","2","2","0","42","16","2.0791015625","160","156.50861934386194","0","0","0","221","Microsoft Windows 8.x (64-bit)","10.10.21.14","esxi-lurin-01.comercio.local","[DS-PAN-LC-002] PAECPCMO13/PAECPCMO13.vmx"
"fd592ccb-97ed-5ddf-8892-7305e98860c4","PAECOPTIINK1-R","POWERED_ON","OK","4","4","0","378","10","1.19921875","230","131.41478725522757","0","0","0","147","Microsoft Windows Server 2012 (64-bit)","192.168.68.140","esxi-surco-02.comercio.local","[DS-SYNC-001] PAECOPTIINK1-R/PAECOPTIINK1-R.vmx"
"b02eb761-1aad-5c49-a2b2-18220a2b32a2","SERVL010","POWERED_ON","OK","8","64","0","4599","40","1.599609375","3173.46484375","2672.483590396121","1","0","0","7986","Microsoft Windows Server 2008 (64-bit)","10.10.3.63","esxi-surco-02.comercio.local","[DS-SYNC-003] SERVL010/SERVL010.vmx"
"b5d27764-ac86-58e3-9c24-a1f96431f1cd","LCECAPP01","POWERED_ON","OK","4","4","0","63","32","0.3193359375","150","53.63346496410668","0","0","0","524","Microsoft Windows Server 2016 (64-bit)","10.10.3.111","esxi-surco-02.comercio.local","[DS-SYNC-002] LCECAPP01/LCECAPP01.vmx"
"85964252-9c9b-5c28-97a6-634189ee613b","SERVL002","POWERED_ON","OK","8","64","0","189","4","0.2392578125","135.9765625","137.37497176323086","0","0","0","1364","Microsoft Windows Server 2003 Standard (32-bit)","10.10.3.54","esxi-surco-03.comercio.local","[DS-SYNC-002] SERVL002/SERVL002.vmx"
"05321850-3768-52e0-97ad-76c76b3d56ac","PAECPCMO15","POWERED_ON","OK","2","2","0","63","16","0.6396484375","150","163.49267168622464","0","0","7","295","Microsoft Windows 8.x (64-bit)","10.10.21.19","esxi-lurin-01.comercio.local","[DS-PAN-LC-002] PAECPCMO15/PAECPCMO15.vmx"
"0c819fa6-7c2e-5333-ac3c-64df22e7046e","PAECPCMO01","POWERED_ON","OK","2","2","0","378","16","1.919921875","100","36.47544598579407","0","0","4","653","Microsoft Windows 10 (32-bit)","10.10.35.108","esxi-lurin-01.comercio.local","[DS-PAN-LC-001] PAECPCMO01/PAECPCMO01.vmx"
"cf6e8b53-e677-5bf6-9545-c8c653e07a35","PAECOPTIINK4","POWERED_ON","OK","4","4","0","168","8","1.119140625","140","60.77893884945661","0","0","0","0","Microsoft Windows Server 2012 (64-bit)","192.168.68.141","esxi-surco-02.comercio.local","[DS-SYNC-001] PAECOPTIINK4/PAECOPTIINK4.vmx"
"fe44fd84-af0d-53aa-bc88-ad995bed9cca","PAECAMENDO","POWERED_ON","OK","4","4","0","336","16","0.6396484375","130","77.0456635998562","0","0","0","200","Microsoft Windows Server 2012 (64-bit)","192.168.62.144","esxi-surco-02.comercio.local","[DS-SYNC-001] PAECAMENDO/PAECAMENDO.vmx"
"9acabc61-3504-530c-bc78-bf67eac466b6","LCECRSMTP3","POWERED_ON","OK","2","2","0","210","8","0.6396484375","30","34.38877780362964","0","0","0","706","Red Hat Enterprise Linux 7 (64-bit)","10.10.21.1","esxi-surco-02.comercio.local","[DS-SYNC-001] LCECRSMTP3/LCECRSMTP3.vmx"
"63675b30-fedc-5876-b4a8-bb4ae3a0f9a7","LCECSAPQA1","POWERED_ON","OK","4","16","0","273","16","0.7998046875","1154","1163.926178008318","0","0","0","0","Microsoft Windows Server 2012 (64-bit)","10.10.35.92","esxi-surco-03.comercio.local","[DS-VIC-LC-001] LCECSAPQA1/LCECSAPQA1.vmx"
"ae0850ca-9c99-5ce3-87aa-daab2bbcded7","LCECMONI03","POWERED_ON","OK","4","4","0","588","23","1.609375","140","127.42302479967475","0","0","0","21234","Other Linux (64-bit)","10.10.35.82","esxi-surco-02.comercio.local","[DS-SYNC-003] LCECMONI03/LCECMONI03.vmx"
"ea52f5f4-25de-5e16-a620-35a2cfc37085","LCECPSAD01","POWERED_ON","OK","2","2","0","147","8","1.0390625","60","61.6477424306795","0","0","5","692","Microsoft Windows Server 2012 (64-bit)","10.10.35.126","esxi-surco-02.comercio.local","[DS-SYNC-003] LCECPSAD01/LCECPSAD01.vmx"
"ef5942da-20a2-5a2f-add1-ab0770daa710","LCECRIPAQP1","POWERED_ON","OK","2","2","0","84","16","0.4794921875","170","79.25994430202991","0","0","0","298","Microsoft Windows Server 2016 (64-bit)","192.168.62.145","esxi-surco-02.comercio.local","[DS-VIC-LC-001] LCECRIPAQP1/LCECRIPAQP1.vmx"
"9e2f64bf-16d5-5c8a-9038-60944d3368ea","LCECRCAD02","POWERED_ON","OK","4","4","0","420","32","0.9599609375","120","130.88787778187543","0","0","4056","4330","Microsoft Windows Server 2012 (64-bit)","10.10.35.7","esxi-surco-02.comercio.local","[DS-SYNC-002] LCECRCAD02/LCECRCAD02.vmx"
"84116366-d644-5af9-812f-4bbf355486b1","LCECTESRV07","POWERED_ON","OK","12","12","0","84","64","0.6396484375","100","151.48958846647292","0","0","0","398","Microsoft Windows Server 2016 (64-bit)","10.10.30.169","esxi-surco-02.comercio.local","[DS-SYNC-003] LCECTESRV07/LCECTESRV07.vmx"
"450ac38c-f52c-5283-bc26-65021cf0c095","GESACLSO01-C","POWERED_ON","OK","4","8","0","63","8","0.3193359375","100","59.96955000329763","0","0","0","307","Microsoft Windows Server 2012 (64-bit)","10.10.30.143","esxi-surco-02.comercio.local","[DS-SYNC-002] GESACLSO01-C/GESACLSO01-C.vmx"
"704c0988-8a2b-56af-a076-02adaaba2e53","PAECGPWEB","POWERED_ON","OK","4","8","0","210","32","1.919921875","330","259.1441115438938","0","0","0","0","Microsoft Windows Server 2008 R2 (64-bit)","10.10.28.44","esxi-surco-02.comercio.local","[DS-SYNC-002] PAECGPWEB/PAECGPWEB.vmx"
"cd8e0e66-ecf3-57aa-b3d0-a18d9b2a1343","PAECPCMO16","POWERED_ON","OK","2","2","0","63","16","0.4794921875","155","170.31307526119053","0","0","0","267","Microsoft Windows 8.x (64-bit)","10.10.21.24","esxi-lurin-01.comercio.local","[DS-PAN-LC-002] PAECPCMO16/PAECPCMO16.vmx"
"7d139309-cf33-54fb-a1ce-10712b7f7af8","PRENSMARTBDBI01","POWERED_ON","OK","4","16","0","105","10","0.099609375","1020","686.4300848469138","0","0","0","0","Red Hat Enterprise Linux 5 (64-bit)","10.10.30.132","esxi-surco-02.comercio.local","[DS-SYNC-001] PRENSMARTBDBI01/PRENSMARTBDBI01.vmx"
"eaf6cbbc-e2fb-59e1-a318-24aec056264c","SERVMULT04","POWERED_ON","OK","4","8","0","105","14","1.119140625","1045","450.0060823969543","0","0","0","0","CentOS 4/5/6 (64-bit)","10.10.24.4","esxi-lurin-01.comercio.local","[DS-PAN-LC-003] SERVMULT04/SERVMULT04.vmx"
